region,ages,year,population
GA,under18,2011,2488898
GA,under18,2013,2489709
KS,total,1991,2498722
MI,under18,2006,2503548
NV,total,2006,2522658
MI,under18,2005,2531839
MI,under18,1994,2535196
TX,total,2011,25640909
AR,total,1996,2572109
MI,under18,1997,2582270
MI,under18,1998,2586343
MI,under18,2001,2593310
UT,total,2007,2597746
MS,total,1991,2598733
KS,total,1995,2601008
TX,total,2012,26060796
AR,total,1998,2626289
KS,total,1997,2635292
ME,under18,2012,264846
AR,total,1999,2651860
KS,total,1998,2660598
AR,total,2000,2678588
NV,total,2009,2684665
OH,under18,2011,2693469
NV,total,2010,2703230
PA,under18,2013,2715645
NV,total,2011,2717951
MS,total,1995,2722659
OH,under18,2009,2748051
NV,total,2012,2754354
NH,under18,2012,275818
USA,total,1998,275854116
PA,under18,2011,2761343
NH,under18,1990,277454
OH,under18,1990,2778491
IA,total,1990,2781018
USA,total,1999,279040181
IA,total,1991,2797613
PA,under18,1990,2799168
HI,under18,1990,279983
KS,total,2008,2808076
NH,under18,1991,281127
IA,total,1992,2818401
OH,under18,2005,2819794
AR,total,2006,2821761
ME,under18,2008,282204
MS,total,1999,2828408
PA,under18,1991,2830059
KS,total,2009,2832704
OH,under18,1992,2839356
PA,under18,2007,2839574
OH,under18,2003,2849573
IA,total,1994,2850746
PA,under18,2006,2850778
OH,under18,1993,2855785
NH,under18,2010,285702
PA,under18,2005,2859793
IA,total,1995,2867373
MS,total,2003,2868312
PA,under18,2004,2873125
OH,under18,1994,2875397
IA,total,1996,2880001
KS,total,2012,2885398
KS,total,2013,2893957
OH,under18,1998,2896255
OH,under18,1997,2897375
UT,total,2013,2900872
IA,total,1998,2902872
PA,under18,2001,2905836
MS,total,2005,2905943
PA,under18,1993,2907351
IA,total,1999,2917634
PA,under18,2000,2918850
PA,under18,1994,2932851
HI,under18,2002,293600
AR,total,2011,2938506
IL,under18,1990,2940837
PA,under18,1997,2942240
HI,under18,2003,294519
MS,total,2008,2947806
HI,under18,2000,295352
NH,under18,1994,295563
MS,total,2009,2958774
IA,total,2005,2964454
MS,total,2010,2970047
HI,under18,2004,298103
NH,under18,1995,298246
IA,total,2006,2982644
HI,under18,2005,298497
IL,under18,1991,2988715
FL,under18,1990,2988807
OR,total,1992,2991755
CA,total,1990,29959515
HI,under18,1999,299680
HI,under18,2007,300207
HI,under18,2008,301094
HI,under18,1993,301473
HI,under18,2009,302796
IL,under18,1992,3033427
HI,under18,2010,303812
USA,total,2008,304093966
ME,under18,1998,304496
IA,total,2010,3050314
ME,under18,1997,305097
NH,under18,2006,305169
IL,under18,2012,3057042
IL,under18,1993,3066541
NH,under18,1998,307292
IA,total,2012,3075039
HI,under18,1994,307517
ME,under18,1990,308066
NH,under18,1999,308423
ME,under18,1995,309173
NH,under18,2004,309243
USA,total,2010,309326295
CA,total,1992,30974659
ME,under18,1991,309871
NH,under18,2000,310352
IL,under18,1994,3110938
HI,under18,1996,311213
NH,under18,2003,311412
USA,total,2011,311582564
NH,under18,2001,311877
FL,under18,1992,3120439
OR,total,1994,3121264
CA,total,1993,31274928
IL,under18,2009,3138406
IL,under18,1995,3152984
OK,total,1991,3175440
IL,under18,2006,3181246
OR,total,1995,3184369
IL,under18,1996,3192916
CA,total,1996,32018834
IL,under18,1998,3225252
IL,under18,2003,3225547
IL,under18,2002,3238362
IL,under18,1999,3240034
OK,total,1993,3252285
CT,total,1993,3309175
CT,total,1996,3336685
ID,under18,1993,333838
CT,total,1998,3365352
FL,under18,1995,3366468
NV,under18,1992,337396
CT,total,1999,3386401
OR,total,1999,3393941
CT,total,2000,3411777
FL,under18,1996,3431695
CT,total,2001,3432835
ID,under18,1994,344242
CT,total,2002,3458749
OK,total,2001,3467100
CA,total,2002,34871843
CT,total,2005,3506956
OR,total,2002,3513424
OK,total,2004,3525233
CA,total,2003,35253159
CT,total,2008,3545579
OR,total,2003,3547376
CA,total,2004,35574576
FL,under18,1998,3557561
SC,total,1991,3570404
CA,total,2005,35827943
OK,total,2006,3594090
FL,under18,1999,3611711
CO,total,1993,3613734
CA,total,2007,36250311
SC,total,1993,3663314
OK,total,2008,3668976
AZ,total,1990,3684097
PR,total,2011,3686580
ID,under18,2000,370430
FL,under18,2001,3714439
OK,total,2009,3717572
PR,total,2010,3721208
KY,total,1991,3722328
OR,total,2007,3722417
CA,total,2010,37333601
ID,under18,2002,375986
PR,total,2008,3760866
CA,total,2011,37668681
NV,under18,1994,376745
FL,under18,2002,3774624
PR,total,2007,3782995
OK,total,2011,3785534
AZ,total,1991,3788576
SC,total,1996,3796200
KY,total,1993,3812206
FL,under18,2003,3820876
PR,total,2002,3823701
PR,total,2004,3826878
OR,total,2010,3837208
WV,under18,2012,384030
KY,total,1994,3849088
WV,under18,2011,385283
SC,total,1997,3859696
WV,under18,2010,387224
WV,under18,2008,390210
WV,under18,2004,391856
CO,total,1996,3919972
WV,under18,2003,392460
OR,total,2013,3930065
KY,total,1997,3952747
WV,under18,2001,395307
FL,under18,2005,3968178
SC,total,1999,3974682
KY,total,1998,3985391
FL,under18,2009,3997283
FL,under18,2010,3999532
FL,under18,2012,4012421
FL,under18,2008,4018372
ID,under18,2006,404753
AZ,total,1993,4065440
KY,total,2002,4089875
AL,total,1991,4099156
CO,total,1998,4116639
WV,under18,1997,418037
KY,total,2005,4182742
NV,under18,1996,419133
AL,total,1993,4214202
KY,total,2006,4219239
ID,under18,2008,422347
WV,under18,1996,422831
NY,under18,2013,4239976
LA,total,1991,4253279
ID,under18,2009,426076
SC,total,2005,4270150
ID,under18,2013,427781
NY,under18,1990,4281643
WV,under18,1995,428790
ID,under18,2010,428961
LA,total,1992,4293003
LA,total,2006,4302665
KY,total,2009,4317074
WV,under18,1993,432364
WV,under18,1991,433918
NY,under18,2009,4342926
LA,total,1994,4347481
NE,under18,1992,436378
KY,total,2011,4366869
WV,under18,1990,436797
NY,under18,2008,4372170
NY,under18,1991,4372727
LA,total,1995,4378779
LA,total,1996,4398877
NY,under18,2007,4410949
LA,total,1997,4421072
NE,under18,1994,442589
AL,total,1999,4430141
AZ,total,1995,4432499
LA,total,2008,4435586
NV,under18,1997,443626
LA,total,1998,4440344
SC,total,2007,4444110
NE,under18,1995,444418
NY,under18,2006,4457777
LA,total,1999,4460811
NE,under18,1996,446841
NE,under18,2002,447714
LA,total,2001,4477875
NE,under18,2001,448307
NE,under18,2004,448360
CO,total,2002,4490406
LA,total,2009,4491648
MN,total,1992,4495572
LA,total,2002,4497267
NE,under18,1997,450076
NE,under18,2006,450098
NE,under18,2000,450380
NE,under18,1998,451192
NE,under18,2007,451946
NM,under18,1990,453538
NY,under18,1993,4538171
MN,total,1993,4555956
NY,under18,2004,4574065
CO,total,2004,4575013
NE,under18,2010,459621
LA,total,2012,4602134
NY,under18,1994,4605284
NE,under18,2013,464348
WY,total,1992,466251
NY,under18,1996,4667647
AL,total,2007,4672840
SC,total,2011,4673509
NY,under18,2000,4687374
AL,total,2008,4718206
WY,total,1993,473081
AL,total,2009,4757938
SC,total,2013,4774839
AL,total,2011,4801627
CO,total,2007,4803868
MN,total,1998,4813412
AL,total,2012,4817528
MD,total,1991,4867641
MN,total,1999,4873481
TN,total,1990,4894492
WA,total,1990,4903043
WI,total,1990,4904562
WY,total,1999,491780
MN,total,2000,4933692
WY,total,2001,494657
TN,total,1991,4966587
MD,total,1993,4971889
CO,total,2009,4972195
WY,total,2002,500017
NM,under18,2003,500777
NM,under18,2004,501184
MD,total,1994,5023060
NM,under18,2005,502612
NM,under18,2002,502779
NM,under18,2001,503404
NM,under18,1995,504558
TN,total,1992,5049742
MN,total,2003,5053572
NM,under18,2013,507540
NM,under18,1996,508100
WY,total,2004,509106
MD,total,1996,5111986
NM,under18,2008,511214
MN,total,2005,5119598
NM,under18,1997,514500
NM,under18,2009,515470
AZ,total,2000,5160586
WI,total,1996,5229986
MO,total,1993,5271175
WA,total,1993,5278842
MN,total,2009,5281203
MO,total,1994,5324497
TN,total,1995,5326936
TX,under18,1994,5331524
WI,total,1999,5332666
NV,under18,2001,534708
WI,total,2000,5373999
WA,total,1994,5375161
MO,total,1995,5378247
WI,total,2001,5406835
TN,total,1996,5416643
TX,under18,1995,5421784
MO,total,1996,5431553
MD,total,2003,5496269
TN,total,1997,5499233
WI,total,2004,5514026
NV,under18,2002,552816
AK,total,1990,553290
WI,total,2005,5546166
MO,total,1999,5561948
WA,total,1996,5569753
TN,total,1998,5570045
MO,total,2000,5607285
WI,total,2007,5610775
IN,total,1991,5616388
TN,total,1999,5638706
WI,total,2008,5640996
WY,total,2010,564222
VT,total,1990,564798
WI,total,2009,5669264
DC,total,2005,567136
WY,total,2011,567329
WA,total,1997,5674747
MO,total,2002,5674825
MD,total,2008,5684965
TN,total,2000,5703719
DC,total,2006,570681
DC,total,2002,573158
DC,total,2007,574404
MO,total,2004,5747741
TX,under18,1998,5759054
WA,total,1998,5769562
VT,total,1993,577748
DC,total,2008,580236
DC,total,1995,580519
WY,total,2013,582658
TX,under18,1999,5840211
MD,total,2011,5840241
MO,total,2006,5842704
AK,total,1992,588736
IN,total,1996,5906013
NV,under18,2004,591314
DC,total,2009,592228
DC,total,1993,595302
MO,total,2009,5961088
VT,total,1997,597239
TX,under18,2001,5980187
MO,total,2010,5996063
VT,total,1998,600416
DC,total,1991,600870
MO,total,2011,6010065
AK,total,1994,603308
AK,total,1996,608569
MA,total,1994,6095241
WA,total,2003,6104115
NV,under18,2005,611595
VT,total,2001,612223
IN,total,2001,6127760
VT,total,2002,615442
TN,total,2007,6175727
VT,total,2010,625793
VT,total,2011,626320
VT,total,2013,626630
AZ,total,2008,6280362
AK,total,2001,633714
AZ,total,2009,6343154
MA,total,2000,6361104
ND,total,2002,638168
ND,total,1992,638223
AR,under18,1992,638269
ND,total,2003,638817
ND,total,2001,639062
ND,total,1993,641216
MA,total,2004,6412281
ND,total,2000,642023
MA,total,2003,6422565
IN,total,2008,6424806
AR,under18,1993,643474
TX,under18,2006,6446798
IN,total,2009,6459325
AZ,total,2011,6468796
UT,under18,1992,648725
TN,total,2013,6495978
ND,total,1997,649716
MA,total,2009,6517613
IN,total,2012,6537782
WA,total,2008,6562231
ND,total,2008,657569
NV,under18,2012,659655
NV,under18,2013,661605
NV,under18,2008,662621
NV,under18,2010,663180
MA,total,2012,6645303
USA,under18,1992,66509177
GA,total,1991,6653005
NV,under18,2009,666041
NC,total,1990,6664016
WA,total,2009,6667426
VA,total,1995,6670693
MA,total,2013,6692824
KS,under18,1991,672033
VA,total,1996,6750884
USA,under18,1993,67594938
AR,under18,1996,677912
NC,total,1991,6784280
AR,under18,2003,679579
AR,under18,1997,680203
AK,total,2007,680300
AR,under18,2000,680378
KS,under18,1992,680871
UT,under18,1996,687078
WA,total,2012,6895318
VA,total,1998,6900918
KS,under18,1994,693673
KS,under18,1995,694124
USA,under18,1995,69473140
TX,under18,2012,6985807
UT,under18,1997,699528
ND,total,2012,701345
AR,under18,2007,702737
KS,under18,1997,704001
TX,under18,2013,7041986
AR,under18,2008,705725
KS,under18,2003,707847
UT,under18,1998,709386
AR,under18,2012,710471
AR,under18,2011,710576
AR,under18,2010,711947
SD,total,1992,712801
KS,under18,2000,713887
UT,under18,1999,715398
IA,under18,2004,718708
USA,under18,1999,71946051
IA,under18,2003,720102
IA,under18,2006,721703
KS,under18,2009,721841
SD,total,1993,722160
AK,total,2011,723375
ND,total,2013,723393
IA,under18,2007,723632
IA,under18,2002,723685
USA,under18,2000,72376189
IA,under18,1991,724446
IA,under18,1992,724798
IA,under18,2010,727717
IA,under18,1993,727751
IA,under18,2001,728601
IA,under18,1996,729177
USA,under18,2002,72936457
IA,under18,1998,729943
SD,total,1994,730790
USA,under18,2003,73100758
IA,under18,1999,732671
GA,total,1995,7328413
AK,total,2013,735132
USA,under18,2012,73708179
USA,under18,2011,73902222
SD,total,1998,746059
VA,total,2004,7475575
NC,total,1996,7500670
GA,total,1996,7501069
SD,total,1999,750413
MS,under18,1993,755820
SD,total,2000,755844
VA,total,2005,7577105
SD,total,2002,760020
MS,under18,2004,760410
NC,total,1997,7656825
UT,under18,2005,767888
MS,under18,2001,768418
GA,total,1997,7685099
DE,total,1999,774990
MS,under18,1999,775662
CT,under18,1992,777264
NJ,total,1991,7814676
GA,total,1998,7863536
NJ,total,1992,7880508
CT,under18,1993,790749
SD,total,2007,791623
OR,under18,1994,793435
NJ,total,1993,7948915
CT,under18,2012,794959
NJ,total,1994,8014306
OR,under18,1995,806512
SD,total,2009,807067
NC,total,2000,8081614
NJ,total,1995,8083242
MT,total,1991,809680
CT,under18,1997,814373
OR,under18,1996,816102
CT,under18,2009,820839
GA,total,2000,8227303
CT,under18,1998,824600
MT,total,1992,825770
DE,total,2004,830803
NJ,total,1999,8359592
OK,under18,1990,841715
PR,under18,2012,841740
NJ,total,2000,8430621
OK,under18,1991,849639
GA,total,2002,8508256
CT,under18,2003,851115
NC,total,2004,8553152
UT,under18,2009,857853
MT,total,1994,861306
GA,total,2003,8622793
OK,under18,1992,862548
OR,under18,2008,865664
NC,total,2005,8705407
UT,under18,2010,873019
GA,total,2004,8769252
CO,under18,1990,881640
OK,under18,1995,883667
DE,total,2008,883874
OK,under18,2002,884961
MT,total,1997,889865
DE,total,2009,891730
OK,under18,2000,891847
CA,under18,1995,8920578
OK,under18,1999,895678
UT,under18,2013,896589
OK,under18,1998,898501
OK,under18,2007,904328
MT,total,2002,911667
NC,total,2007,9118037
PR,under18,2009,920794
CA,under18,2012,9209007
DE,total,2013,925749
GA,total,2007,9349988
OK,under18,2011,935714
CA,under18,2002,9365142
CA,under18,2006,9370884
MI,total,1991,9400446
CA,under18,2003,9404594
NC,total,2009,9449566
PR,under18,2008,945705
OK,under18,2013,947027
SC,under18,1992,947868
GA,total,2008,9504843
MT,total,2006,952692
NC,total,2010,9559533
SC,under18,1993,956951
MI,total,1994,9597737
GA,total,2009,9620846
MT,total,2007,964706
MI,total,1995,9676211
GA,total,2010,9713248
SC,under18,1995,975884
KY,under18,1995,984486
NC,total,2013,9848060
SC,under18,1996,987576
MI,total,2010,9876149
MI,total,2013,9895622
MT,total,2010,990527
GA,total,2012,9915646
KY,under18,2000,994984
MI,total,2000,9952450
KY,under18,1999,996382
PR,under18,1990,NaN
PR,under18,1994,NaN
PR,total,1991,NaN
PR,under18,1997,NaN
PR,total,1998,NaN
PR,total,1997,NaN
PR,total,1996,NaN
PR,under18,1995,NaN
PR,under18,1996,NaN
PR,total,1999,NaN
