region,ages,year,population
AL,under18,2005,1117229
AL,under18,2012,1117489
NH,total,1992,1117785
AL,under18,1998,1118252
LA,under18,2010,1118576
AZ,under18,1994,1119857
OH,total,1995,11202751
AL,under18,2001,1120409
AL,under18,1999,1121287
AL,under18,2000,1122273
AL,under18,1997,1122893
OH,total,1996,11242827
AL,under18,2011,1125763
DC,under18,1990,112632
CO,under18,2001,1126647
AL,under18,2006,1126798
OH,total,1997,11277357
NH,total,1993,1129458
AL,under18,2010,1130966
OH,total,1998,11311536
AL,under18,2007,1132296
OH,total,1999,11335454
AL,under18,2009,1134192
AL,under18,2008,1134927
OH,total,2000,11363543
HI,total,1991,1136754
DC,under18,2002,113822
CO,under18,2002,1138273
DC,under18,1998,113839
OH,total,2001,11387404
OH,total,2002,11407889
NH,total,1994,1142561
OH,total,2003,11434788
CO,under18,2003,1144597
DC,under18,2000,114503
ID,total,1994,1145140
OH,total,2004,11452251
IL,total,1990,11453316
DC,under18,2001,114625
OH,total,2005,11463320
CO,under18,2004,1146369
OH,total,2006,11481213
DC,under18,1999,115003
OH,total,2007,11500468
OH,total,2008,11515391
OH,total,2009,11528896
OH,total,2010,11545435
OH,total,2011,11549772
OH,total,2012,11553031
CO,under18,2005,1156399
IL,total,1991,11568964
OH,total,2013,11570808
NH,total,1995,1157561
HI,total,1992,1158613
DC,under18,1991,116825
IL,total,1992,11694184
CO,under18,2006,1171832
HI,total,1993,1172838
AZ,under18,1995,1173391
NH,total,1996,1174719
MN,under18,1990,1176680
ID,total,1995,1177322
LA,under18,2005,1177954
MD,under18,1990,1180426
IL,total,1993,11809579
LA,under18,2004,1182731
DC,under18,1992,118636
HI,total,1994,1187536
LA,under18,2003,1188070
NH,total,1997,1189425
CO,under18,2007,1189434
PA,total,1990,11903299
MN,under18,1991,1191207
IL,total,1994,11912585
LA,under18,2002,1194819
DC,under18,1997,119531
HI,total,1995,1196854
PA,total,1991,11982164
IL,total,1995,12008437
ID,total,1996,1203083
CO,under18,2008,1203289
HI,total,1996,1203755
LA,under18,2001,1204187
DC,under18,1993,120471
PA,total,1992,12049450
NH,total,1998,1205941
LA,under18,1990,1205984
MD,under18,1991,1208898
IL,total,1996,12101997
HI,total,1999,1210300
HI,total,1997,1211640
PA,total,1993,12119724
DC,under18,1996,121210
MN,under18,1992,1213068
HI,total,2000,1213519
HI,total,1998,1215233
AZ,under18,1996,1215285
PA,total,1994,12166050
CO,under18,2009,1217213
LA,under18,2000,1217670
IL,total,1997,12185715
PA,total,1995,12198403
TN,under18,1990,1220200
NV,total,1990,1220695
DC,under18,1994,122170
NH,total,1999,1222015
PA,total,1996,12220464
LA,under18,1991,1222330
PA,total,1997,12227814
PA,total,1998,12245672
HI,total,2001,1225948
PA,total,1999,12263805
CO,under18,2010,1226619
MN,under18,1993,1226723
VT,under18,2013,122701
LA,under18,1999,1227167
IL,total,1998,12271847
PA,total,2000,12284173
ID,total,1997,1228520
PA,total,2001,12298970
CO,under18,2011,1230178
ME,total,1990,1231719
CO,under18,2012,1232864
LA,under18,1998,1232984
PA,total,2002,12331031
TN,under18,1991,1233260
MD,under18,1992,1235498
IL,total,1999,12359020
DC,under18,1995,123620
LA,under18,1992,1237034
ME,total,1991,1237081
AZ,under18,1997,1237159
PA,total,2003,12374658
CO,under18,2013,1237932
ME,total,1992,1238508
MN,under18,1994,1238949
LA,under18,1993,1239161
HI,total,2002,1239613
LA,under18,1997,1239665
WY,under18,2004,123974
NH,total,2000,1239882
WY,under18,2005,124022
PA,total,2004,12410722
WY,under18,2003,124182
ME,total,1993,1242302
ME,total,1994,1242662
IL,total,2000,12434161
ME,total,1995,1243481
LA,under18,1996,1244627
PA,total,2005,12449990
VT,under18,2012,124555
MN,under18,1995,1245932
LA,under18,1994,1247631
IL,total,2001,12488445
ME,total,1996,1249060
LA,under18,1995,1250112
PA,total,2006,12510809
HI,total,2003,1251154
ID,total,1998,1252330
IL,total,2002,12525556
MN,under18,1996,1252722
ME,total,1997,1254774
WY,under18,2002,125495
WY,under18,2006,125525
NH,total,2001,1255517
IL,total,2003,12556006
PA,total,2007,12563937
IL,total,2004,12589773
ME,total,1998,1259127
TN,under18,1992,1259458
IL,total,2005,12609903
PA,total,2008,12612285
MD,under18,1993,1261738
WY,under18,2001,126212
MN,under18,1997,1264250
IL,total,2006,12643955
VT,under18,2011,126500
PA,total,2009,12666858
ME,total,1999,1266808
NH,total,2002,1269089
IL,total,2007,12695866
PA,total,2010,12710472
HI,total,2004,1273569
PA,total,2011,12741310
IL,total,2008,12747038
ID,total,1999,1275674
MN,under18,1998,1275940
PA,total,2012,12764475
ME,total,2000,1277072
PA,total,2013,12773801
MN,under18,2012,1278050
MN,under18,2013,1279111
IL,total,2009,12796778
NH,total,2003,1279840
MN,under18,2011,1280424
MN,under18,2005,1280557
MD,under18,1994,1280772
MN,under18,2004,1281946
MN,under18,2006,1282381
MN,under18,2010,1282693
MN,under18,1999,1283102
MN,under18,2003,1283687
IL,total,2010,12839695
MN,under18,2009,1284103
MN,under18,2008,1284179
TN,under18,1993,1285044
MN,under18,2007,1285074
IL,total,2011,12855970
ME,total,2001,1285692
AZ,under18,1998,1285794
VT,under18,2010,128601
IL,total,2012,12868192
WY,under18,2007,128760
WY,under18,2000,128774
IL,total,2013,12882135
MN,under18,2002,1288795
MN,under18,2000,1289715
NH,total,2004,1290121
MN,under18,2001,1291261
HI,total,2005,1292729
ME,total,2002,1295960
NV,total,1991,1296172
NH,total,2005,1298492
ID,total,2000,1299430
MD,under18,1995,1300695
WA,under18,1990,1301545
WI,under18,1990,1302869
FL,total,1990,13033307
MD,under18,1996,1303816
VT,under18,2009,130450
ME,total,2003,1306513
WI,under18,2013,1307776
WY,under18,1999,130793
NH,total,2006,1308389
HI,total,2006,1309731
TN,under18,1994,1310988
NH,total,2007,1312540
ME,total,2004,1313688
WI,under18,1991,1314855
WY,under18,2008,131511
HI,total,2007,1315675
NH,total,2008,1315906
NH,total,2009,1316102
WI,under18,2012,1316113
MO,under18,1990,1316423
NH,total,2010,1316614
NH,total,2011,1318075
ME,total,2005,1318787
ID,total,2001,1319962
MD,under18,1997,1321306
NH,total,2012,1321617
NH,total,2013,1323459
ME,total,2006,1323619
WI,under18,2011,1325870
VT,under18,2008,132600
WY,under18,1998,132602
WA,under18,1991,1326527
ME,total,2007,1327040
ME,total,2010,1327366
ME,total,2011,1327844
ME,total,2013,1328302
ME,total,2012,1328501
ME,total,2009,1329590
ME,total,2008,1330509
WI,under18,1992,1330555
TN,under18,1995,1331616
HI,total,2008,1332213
MO,under18,1991,1332306
AZ,under18,1999,1332396
WI,under18,2010,1336094
FL,total,1991,13369798
WI,under18,1993,1337334
MD,under18,1998,1338727
ID,total,2002,1340372
WI,under18,2009,1342411
WY,under18,1997,134328
MD,under18,2013,1344522
WI,under18,2008,1345573
TN,under18,1996,1345723
MD,under18,2012,1346235
HI,total,2009,1346717
VT,under18,2007,134695
WI,under18,1994,1348110
MD,under18,1999,1348659
MD,under18,2011,1348766
WI,under18,2006,1348785
WI,under18,2007,1348901
WY,under18,2009,134960
MO,under18,1992,1349729
WI,under18,2005,1349866
WI,under18,1995,1351343
NV,total,1992,1351367
MD,under18,2010,1351983
WI,under18,1996,1352877
WY,under18,2010,135351
MD,under18,2009,1353631
MA,under18,1990,1353806
WY,under18,2011,135407
WI,under18,2004,1354643
MD,under18,2000,1356961
WY,under18,1996,135698
WI,under18,2003,1358505
TN,under18,1997,1359030
MD,under18,2008,1359214
WI,under18,1997,1359712
WY,under18,1990,136078
WI,under18,1998,1362907
ID,total,2003,1363380
HI,total,2010,1363731
FL,total,1992,13650553
WY,under18,2012,136526
WI,under18,2002,1365315
WA,under18,1992,1365480
MO,under18,1993,1365903
MD,under18,2001,1366552
WI,under18,1999,1367019
WY,under18,1991,136720
VT,under18,2006,136731
WI,under18,2001,1367593
WY,under18,1995,136785
MD,under18,2007,1369563
TN,under18,1998,1369987
WI,under18,2000,1370440
WY,under18,1992,137308
AZ,under18,2000,1373414
WY,under18,1993,137458
MA,under18,1991,1375110
MD,under18,2002,1375354
WY,under18,2013,137679
HI,total,2011,1376897
WY,under18,1994,137733
MD,under18,2006,1377756
MO,under18,1994,1378700
MD,under18,2003,1379641
MD,under18,2005,1382966
MD,under18,2004,1383450
TN,under18,1999,1385997
WA,under18,1993,1387716
VT,under18,2005,138933
HI,total,2012,1390090
MA,under18,1992,1390188
ID,total,2004,1391802
FL,total,1993,13927185
MO,under18,1995,1393554
MA,under18,2013,1393946
MO,under18,2013,1397685
AZ,under18,2001,1399015
MA,under18,2012,1399417
TN,under18,2000,1399685
HI,total,2013,1404054
MO,under18,2012,1405015
MA,under18,2011,1407240
TN,under18,2001,1407578
MO,under18,1996,1408732
WA,under18,1994,1409922
VT,under18,2004,141068
NV,total,1993,1411215
MO,under18,2011,1414444
TN,under18,2002,1414857
MA,under18,1993,1415724
MA,under18,2010,1415962
MO,under18,1997,1419837
MO,under18,2004,1420956
MO,under18,2003,1421927
MA,under18,2009,1422935
MO,under18,2005,1422978
FL,total,1994,14239444
MO,under18,2010,1424042
MO,under18,2002,1424513
TN,under18,2003,1424861
MO,under18,2001,1426575
MO,under18,2009,1426603
VT,under18,2003,142718
AZ,under18,2002,1427938
MO,under18,1999,1428047
ID,total,2005,1428241
MO,under18,2006,1428324
MO,under18,2000,1428383
MO,under18,2008,1428945
MO,under18,1998,1428999
WA,under18,1995,1429397
MA,under18,2008,1429727
MO,under18,2007,1431346
VT,under18,1990,143296
TN,under18,2004,1433343
MA,under18,1994,1437069
IN,under18,1990,1437209
MA,under18,2007,1439757
VT,under18,2002,144441
TN,under18,2005,1449326
WA,under18,1996,1449613
MA,under18,2006,1450202
IN,under18,1991,1450759
VT,under18,1991,145219
MA,under18,1995,1453489
AZ,under18,2003,1453671
FL,total,1995,14537875
VT,under18,2001,146040
IN,under18,1992,1461650
MA,under18,2005,1464140
MA,under18,1996,1468614
ID,total,2006,1468669
VT,under18,1992,146983
TN,under18,2006,1470166
ND,under18,2007,147263
IN,under18,1993,1473007
ND,under18,2006,147331
WA,under18,1997,1473646
ND,under18,2008,147462
VT,under18,2000,147549
MA,under18,1997,1478203
VT,under18,1999,147859
MA,under18,2004,1479541
ND,under18,2005,148119
TN,under18,2007,1482747
AZ,under18,2004,1484454
VT,under18,1998,148467
FL,total,1996,14853360
ND,under18,2009,148674
VT,under18,1993,148705
ND,under18,2004,149128
TN,under18,2013,1491577
MA,under18,1998,1491652
IN,under18,1994,1491802
TN,under18,2011,1491837
TN,under18,2012,1492689
MA,under18,2003,1493372
TN,under18,2008,1494354
TN,under18,2009,1494687
WA,under18,1998,1494784
TN,under18,2010,1495090
MA,under18,1999,1495818
NV,total,1994,1499298
VT,under18,1997,150040
MA,under18,2000,1501334
ND,under18,2010,150179
MA,under18,2002,1502652
ND,under18,2003,150406
MA,under18,2001,1505028
ID,total,2007,1505105
WA,under18,1999,1507824
IN,under18,1995,1507916
VT,under18,1994,150794
VT,under18,1995,151439
WA,under18,2003,1514877
VT,under18,1996,151490
WA,under18,2000,1516361
WA,under18,2001,1517527
WA,under18,2002,1517655
IN,under18,1996,1517961
FL,total,1997,15186304
VA,under18,1990,1520670
WA,under18,2004,1520751
NM,total,1990,1521574
ND,under18,2011,152357
WA,under18,2005,1523890
AZ,under18,2005,1529168
ND,under18,2002,153097
ID,total,2008,1534320
WA,under18,2006,1536926
IN,under18,1997,1539270
VA,under18,1991,1548258
FL,total,1998,15486559
WA,under18,2007,1549582
IN,under18,1998,1551960
ID,total,2009,1554439
NM,total,1991,1555305
WA,under18,2008,1560302
ND,under18,2001,156113
IN,under18,1999,1566079
ND,under18,2012,156765
ID,total,2010,1570718
WA,under18,2009,1574403
AZ,under18,2006,1574867
IN,under18,2000,1574989
FL,total,1999,15759421
IN,under18,2001,1579527
IN,under18,2002,1580814
WA,under18,2010,1581436
VA,under18,1992,1581544
NV,total,1995,1581578
NE,total,1990,1581660
IN,under18,2003,1582560
ID,total,2011,1583930
WA,under18,2011,1584709
IN,under18,2013,1586027
IN,under18,2004,1586281
WA,under18,2012,1588451
IN,under18,2012,1589655
IN,under18,2005,1593898
NM,total,1992,1595442
ID,total,2012,1595590
WA,under18,2013,1595795
NE,total,1991,1595919
IN,under18,2011,1598091
IN,under18,2006,1603107
FL,total,2000,16047515
VA,under18,1993,1604758
ND,under18,2000,160477
IN,under18,2010,1605883
AZ,under18,2007,1607895
IN,under18,2007,1609494
IN,under18,2009,1609704
IN,under18,2008,1611494
NE,total,1992,1611687
ID,total,2013,1612136
AZ,under18,2011,1616353
AZ,under18,2013,1616814
AZ,under18,2012,1617149
NE,total,1993,1625590
NC,under18,1990,1625804
ND,under18,2013,162688
AZ,under18,2009,1627343
AZ,under18,2010,1628563
AZ,under18,2008,1628651
VA,under18,1994,1628711
ND,under18,1999,163056
FL,total,2001,16356966
NM,total,1993,1636453
NE,total,1994,1639041
NC,under18,1991,1640394
VA,under18,1995,1649005
ND,under18,1998,165448
DE,under18,1990,165628
NE,total,1995,1656993
VA,under18,1996,1664147
NV,total,1996,1666320
FL,total,2002,16689370
NE,total,1996,1673740
NC,under18,1992,1674144
ND,under18,1997,167475
NM,total,1994,1682398
VA,under18,1997,1683766
NE,total,1997,1686418
ND,under18,1996,169257
NE,total,1998,1695817
DE,under18,1991,169910
FL,total,2003,17004085
NE,total,1999,1704764
TX,total,1990,17056755
VA,under18,1998,1706261
ND,under18,1990,170920
NC,under18,1993,1710267
ND,under18,1995,171146
NE,total,2000,1713820
ND,under18,1991,171730
NE,total,2001,1719836
NM,total,1995,1720394
ND,under18,1992,172052
ND,under18,1994,172160
ND,under18,1993,172168
VA,under18,1999,1723125
NE,total,2002,1728292
UT,total,1990,1731223
NE,total,2003,1738643
TX,total,1991,17398005
VA,under18,2000,1741420
FL,total,2004,17415318
DE,under18,1992,174166
GA,under18,1990,1747363
NE,total,2004,1749370
NC,under18,1994,1750754
NM,total,1996,1752326
VA,under18,2001,1754549
NE,total,2005,1761497
NV,total,1997,1764104
DE,under18,1993,176916
VA,under18,2002,1771247
NE,total,2006,1772693
GA,under18,1991,1773675
NM,total,1997,1774839
AK,under18,1990,177502
TX,total,1992,17759738
UT,total,1991,1779780
VA,under18,2003,1782254
NE,total,2007,1783440
FL,total,2005,17842038
NC,under18,1995,1785150
WV,total,1990,1792548
NM,total,1998,1793484
NE,total,2008,1796378
WV,total,1991,1798735
WV,total,2001,1801481
VA,under18,2004,1801958
NY,total,1990,18020784
WV,total,2002,1805414
WV,total,1992,1806451
WV,total,2000,1807021
NM,total,1999,1808082
DE,under18,1994,180833
WV,total,1999,1811799
NY,total,1991,18122510
WV,total,2003,1812295
NE,total,2009,1812683
WV,total,1998,1815609
TX,total,1993,18161612
VA,under18,2005,1816270
WV,total,2004,1816438
FL,total,2006,18166990
DE,under18,1995,181736
WV,total,1993,1817539
GA,under18,1992,1817781
NJ,under18,1990,1818187
WV,total,1997,1819113
WV,total,1994,1820421
WV,total,2005,1820492
NM,total,2000,1821204
NC,under18,1996,1821506
AK,under18,1991,182180
WV,total,1996,1822808
WV,total,1995,1823700
NY,total,1992,18246653
VA,under18,2006,1826368
WV,total,2006,1827912
NE,total,2010,1829838
AK,under18,2008,183124
NM,total,2001,1831690
WV,total,2007,1834052
VA,under18,2007,1834386
FL,total,2007,18367842
UT,total,1992,1836799
NY,total,1993,18374954
VA,under18,2008,1838361
DE,under18,1996,184021
WV,total,2008,1840310
NE,total,2011,1841749
AK,under18,2007,184344
VA,under18,2009,1845132
NY,total,1994,18459470
WV,total,2009,1847775
AK,under18,1992,184878
NJ,under18,1991,1849605
AK,under18,1995,184990
NY,total,1995,18524104
FL,total,2008,18527305
AK,under18,2005,185304
NV,total,1998,1853192
AK,under18,1996,185360
WV,total,2010,1854146
WV,total,2013,1854304
VA,under18,2010,1855025
WV,total,2011,1855184
NM,total,2002,1855309
NE,total,2012,1855350
AK,under18,2006,185580
TX,total,1994,18564062
WV,total,2012,1856680
VA,under18,2011,1857585
NY,total,1996,18588460
VA,under18,2012,1861323
NC,under18,1997,1861621
AK,under18,2004,186335
AK,under18,2009,186351
VA,under18,2013,1864535
GA,under18,1993,1865021
FL,total,2009,18652644
NY,total,1997,18656546
DE,under18,1997,186607
AK,under18,2003,186843
NE,total,2013,1868516
AK,under18,1993,187190
AK,under18,1994,187439
NY,total,1998,18755906
NM,total,2003,1877574
AK,under18,2010,187902
AK,under18,2013,188132
AK,under18,2012,188162
AK,under18,1997,188280
AK,under18,2011,188329
FL,total,2010,18846054
AK,under18,2002,188482
AK,under18,2001,188771
NY,total,1999,18882725
NJ,under18,1992,1890108
DE,under18,1998,189302
NC,under18,1998,1894753
TX,total,1995,18958751
UT,total,1993,1898404
NY,total,2000,19001780
NM,total,2004,1903808
AK,under18,2000,190615
GA,under18,1994,1906539
NY,total,2001,19082838
FL,total,2011,19083482
NY,total,2006,19104631
NY,total,2007,19132335
NY,total,2005,19132610
NY,total,2002,19137800
AK,under18,1999,191422
NY,total,2004,19171567
NY,total,2003,19175939
NY,total,2008,19212436
DE,under18,1999,192510
AK,under18,1998,192636
NJ,under18,1993,1928623
NY,total,2009,19307066
FL,total,2012,19320749
NC,under18,1999,1932141
NM,total,2005,1932274
TX,total,1996,19340342
NV,total,1999,1934718
NY,total,2010,19398228
DE,under18,2000,194914
GA,under18,1995,1949818
NY,total,2011,19502728
FL,total,2013,19552860
NY,total,2012,19576125
DE,under18,2001,196038
UT,total,1994,1960446
NM,total,2006,1962137
SD,under18,2005,196476
NY,total,2013,19651127
NC,under18,2000,1967626
SD,under18,2004,196804
NJ,under18,1994,1968232
DE,under18,2002,196946
SD,under18,2003,197326
SD,under18,2006,197332
TX,total,1997,19740317
DE,under18,2003,198045
SD,under18,2002,198694
SD,under18,2007,198847
NM,total,2007,1990070
GA,under18,1996,1993171
SD,under18,1990,199453
DE,under18,2004,199631
NJ,under18,1995,1997187
SD,under18,2008,199848
NC,under18,2001,2003782
SD,under18,2001,200795
NM,total,2008,2010662
SD,under18,2009,201204
UT,total,1995,2014179
TX,total,1998,20157531
NJ,under18,1996,2016502
SD,under18,1991,201749
NV,total,2000,2018741
DE,under18,2005,201988
NJ,under18,2013,2022117
SD,under18,2000,202681
NJ,under18,1997,2028349
SD,under18,2010,203145
GA,under18,1997,2034163
NC,under18,2002,2034451
NJ,under18,2012,2035106
DE,under18,2013,203558
NM,total,2009,2036802
DE,under18,2006,203729
SD,under18,1999,203737
SD,under18,2011,203948
NJ,under18,1998,2042080
DE,under18,2012,204586
SD,under18,1998,204786
DE,under18,2011,204801
NJ,under18,2011,2049453
DE,under18,2007,205155
SD,under18,2012,205298
DE,under18,2010,205478
TX,total,1999,20558220
SD,under18,1996,205780
SD,under18,1997,205978
NC,under18,2003,2060838
DE,under18,2008,206116
NJ,under18,2010,2062013
DE,under18,2009,206213
NM,total,2010,2064982
SD,under18,1992,206632
NJ,under18,1999,2066678
UT,total,1996,2067976
NJ,under18,2009,2068684
NJ,under18,2008,2076366
NM,total,2011,2077919
SD,under18,1995,207890
GA,under18,1998,2078998
SD,under18,2013,207959
SD,under18,1993,207975
NM,total,2012,2083540
SD,under18,1994,208443
NC,under18,2004,2085165
NM,total,2013,2085287
NJ,under18,2000,2088885
NJ,under18,2007,2091023
TX,total,2000,20944499
NV,total,2001,2098399
NJ,under18,2001,2102838
NJ,under18,2006,2106403
NJ,under18,2002,2116591
UT,total,1997,2119784
NJ,under18,2005,2121878
NC,under18,2005,2122485
NJ,under18,2003,2126014
NJ,under18,2004,2129051
GA,under18,1999,2130698
TX,total,2001,21319622
RI,under18,2013,213987
RI,under18,2012,216591
UT,total,1998,2165961
NC,under18,2006,2166393
TX,total,2002,21690325
NV,total,2002,2173791
GA,under18,2000,2176576
RI,under18,2011,219783
TX,total,2003,22030931
UT,total,1999,2203482
GA,under18,2001,2215390
MT,under18,2005,221685
NC,under18,2007,2219168
MT,under18,2006,221930
MT,under18,2004,221999
MT,under18,2012,222905
MT,under18,2011,222977
MT,under18,2003,223012
RI,under18,2010,223088
MT,under18,2007,223135
MT,under18,2010,223292
MT,under18,2009,223675
MT,under18,1990,223677
MT,under18,2008,223814
TX,total,2004,22394023
MT,under18,2013,223981
UT,total,2000,2244502
MI,under18,2013,2245201
MT,under18,2002,224772
NV,total,2003,2248850
GA,under18,2002,2249784
NC,under18,2008,2252101
MT,under18,1991,225259
RI,under18,2009,225902
RI,under18,1990,225923
MI,under18,2012,2269365
MT,under18,2001,227118
NC,under18,2009,2272955
TX,total,2005,22778123
GA,under18,2003,2278710
NC,under18,2010,2282288
UT,total,2001,2283715
NC,under18,2012,2284122
NC,under18,2011,2284238
NC,under18,2013,2285605
RI,under18,1991,229448
RI,under18,2008,229798
MI,under18,2011,2299116
MT,under18,2000,230067
MT,under18,1992,230868
GA,under18,2004,2308855
MT,under18,1999,231133
MT,under18,1998,231746
UT,total,2002,2324815
RI,under18,1992,232630
MT,under18,1997,232813
MI,under18,2010,2333121
TX,total,2006,23359580
RI,under18,2007,233655
NV,total,2004,2346222
MT,under18,1993,234987
MT,under18,1996,235294
GA,under18,2005,2353604
AR,total,1990,2356586
UT,total,2003,2360137
MT,under18,1995,236583
RI,under18,1993,237218
MI,under18,2009,2372603
MT,under18,1994,237289
RI,under18,2006,237348
AR,total,1991,2383144
TX,total,2007,23831983
RI,under18,1994,239100
UT,total,2004,2401580
RI,under18,1995,240553
RI,under18,1996,240569
GA,under18,2006,2406014
AR,total,1992,2415984
RI,under18,1998,241760
MI,under18,2008,2418879
RI,under18,2005,241932
RI,under18,1997,242079
TX,total,2008,24309039
NV,total,2005,2432143
GA,under18,2007,2456249
AR,total,1993,2456303
UT,total,2005,2457719
MI,under18,1990,2459633
RI,under18,2004,246228
MI,under18,2007,2470063
RI,under18,1999,247014
GA,under18,2008,2479097
TX,total,2009,24801761
RI,under18,2000,248065
RI,under18,2003,248075
KS,total,1990,2481349
RI,under18,2001,248296
MI,under18,1991,2484957
GA,under18,2009,2485781
RI,under18,2002,248690
GA,under18,2012,2487831
GA,under18,2011,2488898
GA,under18,2013,2489709
GA,under18,2010,2490884
AR,total,1994,2494019
USA,total,1990,249622814
KS,total,1991,2498722
MI,under18,1992,2501765
MI,under18,2006,2503548
MI,under18,1993,2522249
NV,total,2006,2522658
TX,total,2010,25245178
UT,total,2006,2525507
USA,total,1991,252980942
MI,under18,2005,2531839
KS,total,1992,2532395
MI,under18,1994,2535196
AR,total,1995,2535399
MI,under18,2004,2553314
KS,total,1993,2556547
MI,under18,1995,2556799
TX,total,2011,25640909
USA,total,1992,256514231
MI,under18,2003,2569080
MI,under18,1996,2569745
AR,total,1996,2572109
MS,total,1990,2578897
KS,total,1994,2580513
MI,under18,1997,2582270
MI,under18,2002,2584310
MI,under18,1998,2586343
MI,under18,1999,2591944
MI,under18,2001,2593310
MI,under18,2000,2596114
UT,total,2007,2597746
MS,total,1991,2598733
USA,total,1993,259918595
KS,total,1995,2601008
NV,total,2007,2601072
AR,total,1997,2601091
TX,total,2012,26060796
ME,under18,2013,261276
KS,total,1996,2614554
MS,total,1992,2623734
AR,total,1998,2626289
USA,total,1994,263125826
KS,total,1997,2635292
TX,total,2013,26448193
ME,under18,2012,264846
OH,under18,2013,2649830
AR,total,1999,2651860
NV,total,2008,2653630
MS,total,1993,2655100
KS,total,1998,2660598
USA,total,1995,266278403
UT,total,2008,2663029
OH,under18,2012,2668125
KS,total,1999,2678338
AR,total,2000,2678588
NV,total,2009,2684665
ME,under18,2011,268737
MS,total,1994,2688992
AR,total,2001,2691571
OH,under18,2011,2693469
KS,total,2000,2693681
USA,total,1996,269394291
KS,total,2001,2702162
NV,total,2010,2703230
AR,total,2002,2705927
NH,under18,2013,271122
KS,total,2002,2713535
PA,under18,2013,2715645
NV,total,2011,2717951
OH,under18,2010,2722589
MS,total,1995,2722659
KS,total,2003,2723004
UT,total,2009,2723421
AR,total,2003,2724816
USA,total,1997,272646932
ME,under18,2010,273061
KS,total,2004,2734373
PA,under18,2012,2737905
KS,total,2005,2745299
OH,under18,2009,2748051
MS,total,1996,2748085
AR,total,2004,2749686
NV,total,2012,2754354
NH,under18,2012,275818
USA,total,1998,275854116
PA,under18,2011,2761343
KS,total,2006,2762931
OH,under18,2008,2768968
UT,total,2010,2774424
NH,under18,1990,277454
MS,total,1997,2777004
OH,under18,1990,2778491
ME,under18,2009,277946
IA,total,1990,2781018
AR,total,2005,2781097
KS,total,2007,2783785
PA,under18,2010,2785316
NV,total,2013,2790136
OH,under18,2007,2790347
USA,total,1999,279040181
IA,total,1991,2797613
PA,under18,1990,2799168
HI,under18,1990,279983
OH,under18,2006,2804828
MS,total,1998,2804834
NH,under18,2011,280486
PA,under18,2009,2804929
OH,under18,1991,2806959
KS,total,2008,2808076
NH,under18,1991,281127
